system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:202  debug_display_settings           [   0.09146] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09148] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09150] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09152] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09154] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09156] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09158] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09160] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09161] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09163] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09165] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09167] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09169] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09171] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09173] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09175] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09178] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09182] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09184] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09188] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09191] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09195] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09197] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09201] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09203] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09207] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09210] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09213] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09216] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09219] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09221] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09223] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09225] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09227] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09229] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09231] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09233] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09236] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09237] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09239] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09241] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09243] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09245] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09247] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09249] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09251] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09252] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09254] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09256] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09258] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09260] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09262] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09264] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09266] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09268] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09270] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09272] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.09274] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09275] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09277] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09279] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09281] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09283] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09285] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09287] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09291] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09293] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09297] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09299] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09301] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.09303] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.09305] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1670 d3d_create_display_internals     [   0.09313] Trying format 0.
d3d      I         d3d_disp.cpp:1346 d3d_display_thread_proc          [   0.09394] Chose a display format: 23
d3d      I         d3d_disp.cpp:1415 d3d_display_thread_proc          [   0.09399] Normal window.
d3d      I         d3d_disp.cpp:779  d3d_create_device                [   0.13532] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:837  d3d_create_device                [   0.15160] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:845  d3d_create_device                [   0.15165] Success
d3d      D         d3d_disp.cpp:1693 d3d_create_display_internals     [   0.15169] Resumed after wait.
d3d      I         d3d_disp.cpp:1726 d3d_create_display_internals     [   0.15176] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1757 d3d_create_display_internals     [   0.15182] Returning d3d_display: 0571E290
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.15185] al_display=0571E290
d3d      D         d3d_disp.cpp:1783 d3d_create_display_locked        [   0.15187] al_display->vt=0349F0C8
system   D            wsystem.c:674  maybe_parent_dir                 [   0.15206] Also searching C:\Users\Administrador\Desktop\Tp3-Graficos\Tp3-Graficos\bin\Win32\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.15219] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:635  load_library_at_path             [   0.15222] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:638  load_library_at_path             [   0.15372] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.15379] Module "d3dx9_43.dll" loaded.
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15484] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15488] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15491] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15494] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15496] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15499] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15502] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15504] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15507] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.15510] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.15513] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.15516] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.15518] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15556] added dtor for object 0A32AAF8, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15575] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15687] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15691] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15694] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15697] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15700] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15702] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15705] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15708] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15710] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.15713] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.15716] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.15719] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.15722] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15739] added dtor for object 0A3290D0, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15749] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15753] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15806] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15808] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15810] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15812] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15814] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15815] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15817] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15818] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15820] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.15822] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.15823] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.15825] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.15827] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15849] added dtor for object 0A336898, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15857] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15861] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15908] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15912] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15915] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15917] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15920] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15923] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15926] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15928] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.15931] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.15933] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.15935] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.15938] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.15941] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15968] added dtor for object 0A328B30, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15976] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15979] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16071] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16074] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16077] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16080] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16083] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16085] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16088] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16092] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16095] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.16098] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.16101] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.16104] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.16107] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16129] added dtor for object 0A3541A0, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16136] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16140] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16176] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16179] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16180] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16183] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16185] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16186] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16189] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16190] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.16192] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.16194] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.16195] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.16197] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.16199] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16283] added dtor for object 0A33A770, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.16529] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.16534] _al_d3d_sync_bitmap (video) ref count == 1
audio-dsound D           dsound.cpp:258  _dsound_open                     [   0.17455] Loading DirectSound module
system   D            wsystem.c:674  maybe_parent_dir                 [   0.17468] Also searching C:\Users\Administrador\Desktop\Tp3-Graficos\Tp3-Graficos\bin\Win32\
system   D            wsystem.c:724  _al_win_safe_load_library        [   0.17482] PathFindOnPath found: C:\WINDOWS\system32\dsound.dll
system   D            wsystem.c:635  load_library_at_path             [   0.17485] Calling LoadLibrary C:\WINDOWS\system32\dsound.dll
system   I            wsystem.c:638  load_library_at_path             [   0.17703] Loaded C:\WINDOWS\system32\dsound.dll
audio-dsound I           dsound.cpp:275  _dsound_open                     [   0.17711] Starting DirectSound...
audio-dsound D           dsound.cpp:285  _dsound_open                     [   0.19842] DirectSoundCreate8 succeeded
audio    I              audio.c:347  do_install_audio                 [   0.20086] Using DirectSound driver
dtor     D               dtor.c:184  _al_register_destructor          [   0.21245] added dtor for object 0A370CA8, func 5DAD13E3
dtor     D               dtor.c:184  _al_register_destructor          [   0.22752] added dtor for object 0A370EE8, func 5DAD13E3
dtor     D               dtor.c:184  _al_register_destructor          [   0.22775] added dtor for object 0A370EA0, func 5DAD13E3
dtor     D               dtor.c:184  _al_register_destructor          [   0.22793] added dtor for object 0A370CF0, func 5DAD13E3
audio-dsound D           dsound.cpp:320  _dsound_allocate_voice           [   0.22805] Allocating voice
audio-dsound D           dsound.cpp:379  _dsound_allocate_voice           [   0.22809] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.22812] added dtor for object 03534C20, func 5DAD1177
dtor     D               dtor.c:184  _al_register_destructor          [   0.22817] added dtor for object 0A335C28, func 5DAD11F4
audio-dsound D           dsound.cpp:476  _dsound_start_voice              [   0.22823] Starting voice
audio-dsound D           dsound.cpp:504  _dsound_start_voice              [   0.22826] CreateSoundBuffer
audio-dsound D           dsound.cpp:513  _dsound_start_voice              [   0.23017] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:519  _dsound_start_voice              [   0.23023] Starting _dsound_update thread
audio-dsound I           dsound.cpp:529  _dsound_start_voice              [   0.23075] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.23080] added dtor for object 0A37ADC8, func 5DAD14B0
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23086] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23089] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23092] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23096] added dtor for object 0A37AED0, func 5DAD14B0
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23100] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23102] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23105] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23109] added dtor for object 0A37AFD8, func 5DAD14B0
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23112] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23115] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23118] 
dtor     D               dtor.c:184  _al_register_destructor          [   0.23122] added dtor for object 0A37B0E0, func 5DAD14B0
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23141] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23144] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23146] 
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23150] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23154]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23157]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   0.23161] added dtor for object 03519F58, func 5C66233D
dtor     D               dtor.c:184  _al_register_destructor          [   0.23164] added dtor for object 034C0A78, func 5C66172B
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.23322] Font arial.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.23327]     ascent=22.0, descent=-5.0, height=28.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.23331] added dtor for object 0A2C2148, func 5D111055
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.23387] Font arial.ttf loaded with pixel size 0 x 64.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.23391]     ascent=58.0, descent=-14.0, height=74.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.23395] added dtor for object 0A3E83D8, func 5D111055
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24026] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24034] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24040] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24043] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24055] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24058] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24073] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24084] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24088] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24101] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24104] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88607] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88610] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88612] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88613] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88615] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88617] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88618] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88620] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.88621] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.88623] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.88624] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.88626] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.88628] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   0.88684] Glyph 51: 15x19 (16x20)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90821] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90826] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.90953] Glyph 88: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.90972] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.90975] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.91080] Glyph 81: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91099] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91101] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.91202] Glyph 87: 9x20 (12x20)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91218] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91221] _al_d3d_sync_bitmap (video) ref count == 1
